0.000606,-0.000128,0.779868,0.003238,0.023534,-0.070976,0.997195,-0.190791,0.179874,0.319062,0.446640,-0.278292,-0.041495,-0.200741,-0.210048,-0.320937,0.416376,-0.300216,0.093906,-0.005507,-0.003180,0.002137,-0.171327,1.710336,0.134352,1.171921,-0.009570,0.010702,0.370233,-0.145459,-1.661460,-0.083894,1.117313,-0.096474,-0.048090,-0.306177
0.000581,-0.000132,0.779050,0.004281,0.025333,-0.072340,0.997049,-0.198206,0.184836,0.327855,0.459250,-0.288454,-0.043954,-0.207898,-0.216571,-0.323894,0.427415,-0.309119,0.098462,-0.003684,-0.005259,-0.000928,-0.173126,1.689953,0.146368,1.105940,0.011295,0.072933,0.389798,-0.157902,-1.630177,-0.106887,1.050727,-0.143243,0.016839,-0.312134
0.000502,-0.000116,0.778430,0.005168,0.027121,-0.073670,0.996900,-0.204464,0.188445,0.334791,0.468372,-0.295806,-0.045686,-0.214081,-0.221130,-0.325224,0.434809,-0.315213,0.101665,-0.002039,-0.007167,-0.003828,-0.173161,1.672627,0.160371,1.049303,0.031876,0.127586,0.403975,-0.167827,-1.601738,-0.131723,0.992399,-0.188028,0.073878,-0.313183
0.000311,-0.000061,0.778207,0.005745,0.028887,-0.074932,0.996754,-0.208405,0.189348,0.338012,0.470522,-0.297538,-0.045965,-0.218313,-0.221765,-0.323297,0.434912,-0.315689,0.102164,-0.000748,-0.008734,-0.006396,-0.169664,1.661415,0.178350,1.011354,0.051887,0.167082,0.407374,-0.172718,-1.578986,-0.160245,0.950586,-0.228845,0.115137,-0.304419
0.000106,-0.000007,0.778163,0.006178,0.030457,-0.076022,0.996622,-0.211205,0.189747,0.340638,0.470500,-0.297800,-0.046012,-0.221408,-0.221584,-0.321535,0.433048,-0.314783,0.102254,0.000327,-0.009973,-0.008615,-0.164210,1.652206,0.199336,0.982921,0.071209,0.195250,0.407788,-0.173725,-1.559190,-0.190860,0.918314,-0.265691,0.144286,-0.294295
-0.000106,0.000046,0.778210,0.006540,0.031931,-0.077026,0.996496,-0.213433,0.189893,0.342967,0.469394,-0.297325,-0.045942,-0.223935,-0.220996,-0.319855,0.430201,-0.313187,0.102140,0.001294,-0.011049,-0.010659,-0.157777,1.643997,0.221825,0.959247,0.090186,0.217754,0.406709,-0.172790,-1.540873,-0.222521,0.890812,-0.300553,0.167381,-0.283491
-0.000306,0.000080,0.778362,0.006765,0.033148,-0.077833,0.996392,-0.214688,0.189904,0.344919,0.467038,-0.296136,-0.045865,-0.225500,-0.220097,-0.318703,0.426629,-0.311167,0.101938,0.001991,-0.011776,-0.012266,-0.149043,1.637227,0.246673,0.942379,0.107101,0.230068,0.403587,-0.164079,-1.522616,-0.254983,0.876705,-0.327645,0.173145,-0.280345
-0.000500,0.000106,0.778526,0.006959,0.034296,-0.078574,0.996294,-0.215747,0.189896,0.346745,0.464497,-0.294851,-0.045798,-0.226862,-0.219178,-0.317699,0.423035,-0.309147,0.101736,0.002617,-0.012424,-0.013764,-0.139688,1.630139,0.271791,0.926562,0.123891,0.240600,0.400476,-0.155112,-1.506003,-0.287068,0.863036,-0.353575,0.177625,-0.276109
-0.000681,0.000118,0.778714,0.007093,0.035307,-0.079184,0.996209,-0.216418,0.189846,0.348318,0.461586,-0.293371,-0.045755,-0.227814,-0.218217,-0.316991,0.419394,-0.307124,0.101532,0.003098,-0.012917,-0.015047,-0.129090,1.622419,0.297448,0.912848,0.140434,0.247570,0.397388,-0.145634,-1.492680,-0.318401,0.850245,-0.377181,0.179541,-0.269695
-0.000852,0.000116,0.778908,0.007195,0.036207,-0.079680,0.996137,-0.216845,0.189746,0.349666,0.458525,-0.291817,-0.045725,-0.228503,-0.217300,-0.316508,0.415883,-0.305197,0.101342,0.003453,-0.013296,-0.016180,-0.117567,1.614532,0.323071,0.900107,0.156870,0.252411,0.393993,-0.136063,-1.480562,-0.348458,0.838059,-0.398848,0.180829,-0.263020
-0.001016,0.000108,0.779105,0.007282,0.037052,-0.080119,0.996070,-0.217152,0.189620,0.350901,0.455391,-0.290225,-0.045702,-0.229060,-0.216404,-0.316137,0.412436,-0.303318,0.101159,0.003745,-0.013619,-0.017240,-0.105583,1.606562,0.348677,0.887853,0.173254,0.256188,0.390445,-0.126446,-1.469047,-0.377878,0.826176,-0.419547,0.181803,-0.256215
-0.001159,0.000083,0.779302,0.007359,0.037776,-0.080439,0.996016,-0.217222,0.189395,0.351892,0.452182,-0.288602,-0.045688,-0.229331,-0.215625,-0.316004,0.409158,-0.301586,0.101017,0.003848,-0.013781,-0.018162,-0.092948,1.598344,0.373986,0.876453,0.188816,0.258153,0.386451,-0.117157,-1.458581,-0.404981,0.815232,-0.437666,0.182795,-0.249785
-0.001295,0.000054,0.779501,0.007431,0.038472,-0.080719,0.995966,-0.217217,0.189135,0.352812,0.448914,-0.286954,-0.045675,-0.229489,-0.214874,-0.315952,0.405847,-0.299858,0.100886,0.003897,-0.013895,-0.019060,-0.080312,1.590069,0.399043,0.865180,0.203991,0.259877,0.382265,-0.108135,-1.448393,-0.431206,0.804668,-0.454969,0.183872,-0.243306
-0.001413,0.000019,0.779706,0.007493,0.039112,-0.080921,0.995925,-0.217064,0.188807,0.353588,0.445526,-0.285254,-0.045665,-0.229419,-0.214176,-0.316065,0.402472,-0.298140,0.100778,0.003839,-0.013913,-0.019914,-0.067674,1.581678,0.423593,0.854163,0.218392,0.261121,0.377695,-0.099644,-1.438763,-0.455678,0.794862,-0.470639,0.185119,-0.236727
-0.001513,-0.000024,0.779924,0.007539,0.039719,-0.081038,0.995891,-0.216731,0.188390,0.354237,0.441864,-0.283427,-0.045654,-0.229072,-0.213482,-0.316394,0.398830,-0.296318,0.100726,0.003704,-0.013856,-0.020758,-0.055329,1.573235,0.447218,0.843131,0.231900,0.262377,0.372481,-0.092055,-1.429671,-0.478268,0.785974,-0.484257,0.186312,-0.229852
-0.001602,-0.000070,0.780148,0.007579,0.040310,-0.081112,0.995861,-0.216309,0.187930,0.354823,0.438065,-0.281536,-0.045644,-0.228587,-0.212790,-0.316831,0.395054,-0.294445,0.100702,0.003531,-0.013761,-0.021598,-0.043132,1.564766,0.470380,0.832092,0.244961,0.263639,0.366945,-0.084917,-1.420847,-0.499917,0.777544,-0.496849,0.187480,-0.222829
-0.001660,-0.000134,0.780390,0.007613,0.040848,-0.081104,0.995839,-0.215619,0.187362,0.355284,0.433935,-0.279486,-0.045654,-0.227686,-0.212062,-0.317513,0.390838,-0.292396,0.100779,0.003230,-0.013565,-0.022505,-0.031573,1.556504,0.491653,0.820954,0.256910,0.265176,0.361183,-0.079290,-1.413091,-0.518673,0.770425,-0.507302,0.188314,-0.216168
-0.001707,-0.000205,0.780629,0.007648,0.041373,-0.081084,0.995819,-0.214898,0.186790,0.355716,0.429808,-0.277431,-0.045685,-0.226745,-0.211346,-0.318210,0.386624,-0.290356,0.100856,0.002884,-0.013333,-0.023441,-0.020203,1.548473,0.512162,0.809818,0.268708,0.266823,0.355466,-0.074089,-1.405676,-0.536509,0.763585,-0.517306,0.188915,-0.209788
